"fileName","callerClass","callerMethod","line#","relationInfo","calleeName","calleeProperty,"TypeInfo","expressionValue"
"../tslint-microsoft-contrib-master/src/chaiVagueErrorsRule.ts","ChaiVagueErrorsRuleWalker",".getLeftMostCallExpression","62.00068","ref.varName","(<ts.PropertyAccessExpression>leftSide)","expression","any",""
"../tslint-microsoft-contrib-master/src/chaiVagueErrorsRule.ts","ChaiVagueErrorsRuleWalker",".getLeftMostCallExpression","62.00068","Assign","leftSide","","= /*any*/","((/*Args:*/<any>node).expression).expression"
"../tslint-microsoft-contrib-master/src/chaiVagueErrorsRule.ts","ChaiVagueErrorsRuleWalker",".getLeftMostCallExpression","62.00068","pickUpedName","leftSide","","","((/*Args:*/<any>node).expression).expression"
"../tslint-microsoft-contrib-master/src/chaiVagueErrorsRule.ts","ChaiVagueErrorsRuleWalker",".getLeftMostCallExpression","64.00023","return","","","null","null"
"../tslint-microsoft-contrib-master/src/chaiVagueErrorsRule.ts","ChaiVagueErrorsRuleWalker",".getLeftMostCallExpression","67.00015","return","","","null","null"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule","","11.00013","ref.type","Lint.Rules.AbstractRule","","extends",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule","","12.00018","TS.PropertyDefined","Rule","FAILURE_STRING","string",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule","","12.00035","TS.PropertyDefined","Rule","FAILURE_STRING","string",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule","","12.00035","Assign","Rule","FAILURE_STRING","string","'The exported module name must match the file name. Found: '"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".","14.00011","TS.MethodDefined","Rule","apply","(sourceFile: any) => any[]","(@param)?\W+sourceFile *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","14.00033","define.Parameter","apply","sourceFile","any","/*Args:*/<any>sourceFile"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","calls","/*<Rule>*/ this","getOptions","any","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","pickUpedName","/*<Rule>*/ this","getOptions","","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","call.arguments[0]","/*<Rule>*/ this","applyWithWalker","any","(new ExportNameWalker((/*Args:*/<any>sourceFile), this.getOptions()))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","calls","/*<Rule>*/ this","applyWithWalker","any","((new ExportNameWalker((/*Args:*/<any>sourceFile), this.getOptions())))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","pickUpedName","/*<Rule>*/ this","applyWithWalker","","((new ExportNameWalker((/*Args:*/<any>sourceFile), this.getOptions())))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","pickUpedName","/*<Rule>*/ this","getOptions","","((new ExportNameWalker((/*Args:*/<any>sourceFile), this.getOptions())))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".apply","15.00075","return","","","any","this.applyWithWalker((new ExportNameWalker((/*Args:*/<any>sourceFile), this.getOptions())))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".","18.00018","TS.MethodDefined","Rule","getExceptions","(options: any) => string[]","(@param)?\W+options *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","18.00048","define.Parameter","getExceptions","options","any","/*Args:*/<any>options"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","18.00070","Conditional","options.ruleArguments instanceof Array","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>options).ruleArguments instanceof Array"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","19.00045","BinaryExpression","options","ruleArguments","instanceof /*ArrayConstructor*/","Array"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","19.00045","ref.type","ArrayConstructor","","",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","20.00042","return","","","any","(/*Args:*/<any>options).ruleArguments[0]"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","21.00010","Conditional","options instanceof Array","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>options) instanceof Array"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","22.00031","BinaryExpression","options","","instanceof /*ArrayConstructor*/","Array"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","22.00031","ref.type","ArrayConstructor","","",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","23.00035","return","","","string[]","(/*Args:*/<any>options)"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule",".getExceptions","25.00015","return","","","null","null"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","Rule","","29.00006","defined","ExportNameWalker","","TS.Class","
"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker","","29.00006","ref.type","ErrorTolerantWalker","","extends",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".","31.00014","TS.MethodDefined","ExportNameWalker","visitExportAssignment","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","31.00046","define.Parameter","visitExportAssignment","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","32.00012","TS.VariableDeclaration","","exportedName","any",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","32.00044","calls","(/*Args:*/<any>node).expression","getText","any","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","32.00044","Assign","exportedName","","any","(/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","33.00012","TS.VariableDeclaration","","regex","RegExp",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","33.00055","BinaryExpression","exportedName","","+ /*string*/","'..*'"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","33.00055","Assign","regex","","RegExp","(new RegExp((/*Args:*/<any>node).expression.getText() + '..*'))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","33.00055","ref.type","RegExp","","",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","33.00064","Conditional","! regex.test(this.getFilename())","","/*IfStatement*/ boolean/* no Else Clause*/","! (new RegExp((/*Args:*/<any>node).expression.getText() + '..*')).test(this.getFilename())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00030","calls","/*<ExportNameWalker>*/ this","getFilename","string","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00030","pickUpedName","/*<ExportNameWalker>*/ this","getFilename","","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00030","call.arguments[0]","(new RegExp((/*Args:*/<any>node).expression.getText() + '..*'))","test","string","this.getFilename()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00030","calls","(new RegExp((/*Args:*/<any>node).expression.getText() + '..*'))","test","boolean","(this.getFilename())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00030","pickUpedName","/*<ExportNameWalker>*/ this","getFilename","","(this.getFilename())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","34.00047","Conditional","! this.isSuppressed(exportedName)","","/*IfStatement*/ boolean/* no Else Clause*/","! this.isSuppressed((/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","35.00036","call.arguments[0]","/*<ExportNameWalker>*/ this","isSuppressed","any","(/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","35.00036","calls","/*<ExportNameWalker>*/ this","isSuppressed","boolean","((/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","35.00036","pickUpedName","/*<ExportNameWalker>*/ this","isSuppressed","","((/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00020","TS.VariableDeclaration","","failureString","string",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00064","calls","/*<ExportNameWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00064","pickUpedName","/*<ExportNameWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00080","ref.varName","/*<ExportNameWalker>*/ this.getSourceFile()","fileName","any",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00080","BinaryExpression","Rule","FAILURE_STRING","+ /*any*/","this.getSourceFile().fileName"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00080","pickUpedName","/*<ExportNameWalker>*/ this","getSourceFile","","this.getSourceFile().fileName"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00090","BinaryExpression","Rule.FAILURE_STRING + this.getSourceFile().fileName","","+ /*string*/","' and '"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00090","pickUpedName","/*<ExportNameWalker>*/ this","","","' and '"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00100","BinaryExpression","Rule.FAILURE_STRING + this.getSourceFile().fileName + ' and '","","+ /*any*/","(/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00100","pickUpedName","/*<ExportNameWalker>*/ this","","","(/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00100","Assign","failureString","","string","'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00100","pickUpedName","/*<ExportNameWalker>*/ this","getSourceFile","","'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","36.00100","pickUpedName","Rule","FAILURE_STRING","","'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00020","TS.VariableDeclaration","","failure","any",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00066","calls","(/*Args:*/<any>node).expression","getStart","any","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00094","calls","(/*Args:*/<any>node).expression","getWidth","any","()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","call.arguments[0]","/*<ExportNameWalker>*/ this","createFailure","any","(/*Args:*/<any>node).expression.getStart()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","call.arguments[1]","/*<ExportNameWalker>*/ this","createFailure","any","(/*Args:*/<any>node).expression.getWidth()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","call.arguments[2]","/*<ExportNameWalker>*/ this","createFailure","string","'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","calls","/*<ExportNameWalker>*/ this","createFailure","any","((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","pickUpedName","/*<ExportNameWalker>*/ this","createFailure","","((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","Assign","failure","","any","this.createFailure((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","37.00105","pickUpedName","/*<ExportNameWalker>*/ this","createFailure","","this.createFailure((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","38.00033","call.arguments[0]","/*<ExportNameWalker>*/ this","addFailure","any","this.createFailure((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText())"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","38.00033","calls","/*<ExportNameWalker>*/ this","addFailure","any","(this.createFailure((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","38.00033","pickUpedName","/*<ExportNameWalker>*/ this","addFailure","","(this.createFailure((/*Args:*/<any>node).expression.getStart(), (/*Args:*/<any>node).expression.getWidth(), 'The exported module name must match the file name. Found: ' + this.getSourceFile().fileName + ' and ' + (/*Args:*/<any>node).expression.getText()))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","41.00037","call.arguments[0]","super","visitExportAssignment","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".visitExportAssignment","41.00037","calls","super","visitExportAssignment","any","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".","44.00012","TS.MethodDefined","ExportNameWalker","getFilename","() => string","@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".getFilename","45.00012","TS.VariableDeclaration","","filename","any",""
"../tslint-microsoft-contrib-master/src/exportNameRule.ts","ExportNameWalker",".getFilename","45.00029","calls","/*<ExportNameWalker>*/ this","getSourceFile","any","()"
